time,gFx,gFy,gFz,TgF
1.165427615,-0.9971,0.1132,0.1590,1.016
1.170505538,-0.9932,0.1132,0.1600,1.012
1.172012846,-0.9910,0.1144,0.1644,1.011
1.179619077,-0.9883,0.1144,0.1612,1.008
1.181949,-0.9866,0.1151,0.1600,1.006
1.190113769,-0.9898,0.1142,0.1624,1.010
1.191404692,-0.9915,0.1125,0.1670,1.012
1.20034123,-0.9903,0.1170,0.1717,1.012
1.202108538,-0.9835,0.1149,0.1712,1.005
1.210618615,-0.9793,0.1130,0.1685,1.000
1.21224123,-0.9781,0.1142,0.1651,0.998
1.220992615,-0.9779,0.1144,0.1670,0.999
1.222543615,-0.9817,0.1112,0.1637,1.001
1.231232615,-0.9814,0.1163,0.1585,1.001
1.232691615,-0.9888,0.1183,0.1583,1.008
1.246828461,-0.9956,0.1134,0.1651,1.016
1.248836077,-0.9956,0.1156,0.1714,1.017
1.251496846,-0.9998,0.1161,0.1768,1.022
1.252853,-1.0020,0.1163,0.1790,1.025
1.262292077,-1.0035,0.1214,0.1824,1.027
1.264005769,-1.0047,0.1198,0.1741,1.027
1.271477461,-1.0042,0.1259,0.1695,1.026
1.272973077,-1.0054,0.1251,0.1649,1.026
1.282287846,-1.0042,0.1256,0.1697,1.026
1.283868,-1.0010,0.1237,0.1751,1.024
1.293938923,-0.9910,0.1179,0.1834,1.015
1.295613615,-0.9805,0.1041,0.1881,1.004
1.302279538,-0.9979,0.1359,0.1810,1.023
1.303408846,-0.9859,0.1381,0.1798,1.012
1.312355153,-0.9770,0.1305,0.1783,1.002
1.314090923,-0.9688,0.1330,0.1805,0.994
1.322761384,-0.9807,0.1324,0.1725,1.005
1.324423923,-0.9737,0.1226,0.1653,0.995
1.333136769,-0.9807,0.1193,0.1641,1.001
1.334171846,-0.9842,0.1247,0.1644,1.006
1.34767223,-0.9825,0.1268,0.1656,1.004
1.349661615,-0.9839,0.1281,0.1756,1.008
1.35324723,-0.9822,0.1295,0.1830,1.007
1.354443153,-0.9847,0.1279,0.1839,1.010
1.366125769,-0.9856,0.1259,0.1807,1.010
1.36811423,-0.9859,0.1263,0.1824,1.011
1.378278692,-0.9895,0.1181,0.1778,1.012
1.380213077,-0.9915,0.1144,0.1744,1.013
1.38414823,-0.9883,0.1181,0.1727,1.010
1.385515615,-0.9912,0.1154,0.1798,1.014
1.394729923,-0.9975,0.1179,0.1834,1.021
1.396369153,-0.9963,0.1166,0.1868,1.020
1.404397384,-0.9940,0.1193,0.1883,1.019
1.405482153,-0.9963,0.1195,0.1812,1.020
1.414955,-0.9893,0.1214,0.1798,1.013
1.416961307,-0.9844,0.1203,0.1781,1.008
1.426479538,-0.9851,0.1232,0.1783,1.009
1.428253923,-0.9903,0.1279,0.1839,1.015
1.435190846,-0.9900,0.1210,0.1947,1.016
1.436483615,-0.9912,0.1214,0.1932,1.017
1.445311692,-0.9917,0.1219,0.1891,1.017
1.446529692,-0.9923,0.1247,0.1846,1.017
1.455089846,-0.9891,0.1219,0.1763,1.012
1.456447692,-0.9949,0.1174,0.1730,1.017
1.465715461,-0.9940,0.1200,0.1712,1.016
1.467667384,-0.9942,0.1161,0.1697,1.015
1.48046623,-0.9975,0.1176,0.1688,1.019
1.482223384,-0.9998,0.1146,0.1783,1.022
1.486024077,-0.9986,0.1186,0.1800,1.022
1.487394538,-1.0028,0.1207,0.1774,1.025
1.496494538,-0.9988,0.1179,0.1778,1.021
1.498038384,-0.9991,0.1226,0.1749,1.022
1.512088769,-0.9996,0.1205,0.1839,1.023
1.513991,-0.9968,0.1224,0.1832,1.021
1.516335307,-0.9915,0.1217,0.1886,1.017
1.517370461,-0.9907,0.1230,0.1849,1.015
1.528654769,-0.9883,0.1237,0.1756,1.011
1.530256846,-0.9903,0.1261,0.1690,1.013
1.537307769,-0.9954,0.1217,0.1627,1.016
1.538368384,-0.9952,0.1230,0.1614,1.016
1.547661307,-0.9924,0.1132,0.1683,1.013
1.549111769,-0.9984,0.1110,0.1795,1.020
1.564400077,-0.9981,0.1137,0.1837,1.021
1.566175,-1.0071,0.1186,0.1846,1.031
1.567343846,-1.0022,0.1176,0.1873,1.026
1.568555,-0.9975,0.1203,0.1861,1.022
