time,gFx,gFy,gFz,TgF
1.331952847,-0.9763,0.0770,0.2284,1.006
1.334022231,-0.9814,0.0785,0.2354,1.012
1.342267154,-0.9783,0.0783,0.2313,1.008
1.344100231,-0.9835,0.0792,0.2298,1.013
1.352328231,-0.9888,0.0832,0.2198,1.016
1.353865693,-0.9910,0.0758,0.2210,1.018
1.362300308,-0.9893,0.0758,0.2250,1.017
1.364280231,-0.9888,0.0763,0.2291,1.018
1.375113231,-0.9874,0.0765,0.2322,1.017
1.376793924,-0.9883,0.0767,0.2413,1.020
1.383008308,-0.9881,0.0763,0.2391,1.019
1.384340924,-0.9874,0.0795,0.2310,1.017
1.400182077,-0.9937,0.0792,0.2252,1.022
1.402360231,-0.9937,0.0790,0.2282,1.023
1.403714616,-0.9868,0.0729,0.2298,1.016
1.404856693,-0.9802,0.0787,0.2333,1.011
1.414793847,-0.9825,0.0795,0.2342,1.013
1.416609924,-0.9795,0.0819,0.2374,1.011
1.426571308,-0.9786,0.0765,0.2315,1.008
1.428415077,-0.9776,0.0770,0.2310,1.007
1.434242,-0.9783,0.0770,0.2276,1.007
1.435337616,-0.9754,0.0711,0.2282,1.004
1.444006,-0.9827,0.0748,0.2331,1.013
1.445708462,-0.9863,0.0699,0.2331,1.016
1.454656231,-0.9837,0.0765,0.2340,1.014
1.456067077,-0.9800,0.0767,0.2284,1.009
1.464577154,-0.9805,0.0746,0.2296,1.010
1.466275462,-0.9825,0.0751,0.2294,1.012
1.474623308,-0.9802,0.0770,0.2342,1.011
1.476274077,-0.9810,0.0783,0.2359,1.012
1.484923462,-0.9870,0.0787,0.2371,1.018
1.486345231,-0.9870,0.0755,0.2269,1.016
1.494995077,-0.9868,0.0773,0.2230,1.015
1.496548539,-0.9866,0.0734,0.2264,1.015
1.507765539,-0.9876,0.0739,0.2328,1.017
1.509427385,-0.9863,0.0765,0.2357,1.017
1.51569977,-0.9832,0.0809,0.2342,1.014
1.516891539,-0.9854,0.0778,0.2384,1.017
1.526213847,-0.9842,0.0739,0.2347,1.014
1.527308847,-0.9888,0.0739,0.2357,1.019
1.536297077,-0.9912,0.0724,0.2333,1.021
1.537577077,-0.9876,0.0716,0.2322,1.017
1.546174308,-0.9888,0.0783,0.2333,1.019
1.548014847,-0.9881,0.0790,0.2291,1.017
1.558732154,-0.9900,0.0767,0.2276,1.019
1.560313924,-0.9888,0.0792,0.2245,1.017
1.566700308,-0.9910,0.0783,0.2215,1.018
1.567848616,-0.9876,0.0802,0.2271,1.017
